id,title,inventor,grant_date,result_link
US-2018049258-A1,Method and mtc device for performing mmtel service ,"Jaehyun Kim, Youngdae Lee, Taehun Kim, Hyunsook Kim, Laeyoung Kim",,https://patents.google.com/patent/US20180049258A1/en
RU-2483440-C2,Techniques for managing dual-channel wireless devices ,Дэнни ЛЕВИН,5/27/13,https://patents.google.com/patent/RU2483440C2/en
US-2020177733-A1,Workload balancing technique for a telephone communication system ,"Vlad Vendrow, Dmitriy Solovey",,https://patents.google.com/patent/US20200177733A1/en
US-2022141632-A1,Ecosystem-based wireless network setup ,Vikal Kumar Jain,,https://patents.google.com/patent/US20220141632A1/en
DE-102006027708-B3,"Communication connection optimizing method for packet switching voice-oriented Internet protocol network, involves establishing direct signaling connection between communication nodes, and attaching useful connection to direct connection ","Roland Roth, Norbert Schönfeld",2/7/08,https://patents.google.com/patent/DE102006027708B3/en
US-2013212646-A1,Usage authentication via intercept and challege for network services ,"Keith A. McFarland, Doug Kesser, Victor Burton, Baby Raman, Amar Sathyanarayanan",,https://patents.google.com/patent/US20130212646A1/en
EP-2396733-B1,System and method for ims based collaborative services enabling multimedia application sharing ,Kaniz Mahdi,7/8/20,https://patents.google.com/patent/EP2396733B1/en
US-11044280-B1,Location-based controls for remote visitation in controlled-environment facilities ,Matthew Richard Smith,6/22/21,https://patents.google.com/patent/US11044280B1/en
KR-100909234-B1,System and method for providing a multimedia object linked to the mobile telephone communication network ,김태연,7/23/09,https://patents.google.com/patent/KR100909234B1/en
US-2020252503-A1,Systems and methods for processing calls ,Chia-Chang Li,,https://patents.google.com/patent/US20200252503A1/en
US-2019141786-A1,Method and apparatus for turning on wi-fi infrastructure using ble interface in wireless communication system ,"Giwon Park, Jingu CHOI, Byungjoo Lee",,https://patents.google.com/patent/US20190141786A1/en
US-2005289626-A1,IP based interactive multimedia communication system ,"Abulgasem Aboulgasem, Nadeemul Haq",,https://patents.google.com/patent/US20050289626A1/en
WO-2016144985-A1,Automatic provisioning of meeting room device ,"Anton W. Krantz, Chaim Fried",,https://patents.google.com/patent/WO2016144985A1/en
JP-5775927-B2,"System, method, and computer program for providing a conference user interface ","ボランド ティー． ジョーンズ、, ボランド  ティー． ジョーンズ、, デイヴィッド マイケル ガスリー、, デイヴィッド  マイケル ガスリー、, ニコール シー． サントロ、, ニコール  シー． サントロ、, ウラジミール ミヤトビッチ、, ウラジミール ミヤトビッチ、, ピーター スチュアート、, ピーター スチュアート、, ランドルフ ジェイ． レイ、, ランドルフ  ジェイ． レイ、, エリック ペトリク、, エリック ペトリク、, スコット エイ． シェンメル、, スコット  エイ． シェンメル、, ローレンス シェーファー、, ローレンス シェーファー、, ジェイ． ダグラス マーティン、, ジェイ．  ダグラス マーティン、",9/9/15,https://patents.google.com/patent/JP5775927B2/en
US-7773540-B1,"Methods, system and apparatus preventing network and device identification ",Peiter Charles Zatko,8/10/10,https://patents.google.com/patent/US7773540B1/en
US-2015271249-A1,Local survivability in a distributed contact center environment ,"Paul Segre, Gordon Bell, Brian Bischoff, Donald Huovinen, Herbert Willi Artur Ristock",,https://patents.google.com/patent/US20150271249A1/en
US-9065834-B2,System and method for performing signaling on behalf of a stateless client ,"Robert T. Bell, Paul S. Hahn, Michael H. McClung, Richard B. Platt",6/23/15,https://patents.google.com/patent/US9065834B2/en
WO-2018152199-A1,"A data processing apparatus configured to recover a network connection, a method, a system and a non-transitory computer readable medium configured to perform same ","Roger Levy, Lawrence O'gorman, Xiaoyang Wang",,https://patents.google.com/patent/WO2018152199A1/en
US-9256457-B1,Interactive response system for hosted services ,"Matthew John Leske, Jarkko Oikarinen, Tomas Lundqvist",2/9/16,https://patents.google.com/patent/US9256457B1/en
EP-1897289-A2,"Method, apparatus and computer program product providing interoperable qos parameters and signaling thereof in a 3gpp2-3gpp and 3gpp2-3gpp2 conversational multimedia exchange ","Keith Miller, Igor Danilo Diego Curcio, Umesh Chandra",,https://patents.google.com/patent/EP1897289A2/en
US-11315133-B2,System and method for minimizing latency in data consumption system ,"Gopi Kancharla, Sanjiv Yajnik, Raman Bajaj, Praveen Tandra, Parvesh Kumar, Arjun Dugal, Janardhan Prabhakara, James Land, Haranatha IJJUROUTHU, Hanzhang ZHENG",4/26/22,https://patents.google.com/patent/US11315133B2/en
CN-105191254-B,System and method for enabling multiple equipment to communicate in a network ,"N·贾因, M·M·德什潘德, J·R·梅嫩德斯",4/9/19,https://patents.google.com/patent/CN105191254B/en
US-11050803-B2,"Head-mounted devices (HMDs) discovery in co-located virtual, augmented, and mixed reality (xR) applications ","Vivek Viswanathan Iyer, Anantha K. Boyapalle, Philip M. Seibert, Karthikeyan Krishnakumar",6/29/21,https://patents.google.com/patent/US11050803B2/en
KR-20110138267-A,Determining delay in a communications system ,"모하메드 아타울 라하만 슈만, 아슈토시 아가르왈",,https://patents.google.com/patent/KR20110138267A/en
WO-2014149686-A1,Sharing of media content ,Thomas Kang,,https://patents.google.com/patent/WO2014149686A1/en
WO-2016153652-A1,Detecting playback buffer underrun at sink device to improve streaming media quality over bluetooth ,"Rohit Singh, Nitin SRIVASTAVA, Bhasker Neti",,https://patents.google.com/patent/WO2016153652A1/en
US-7697511-B2,Selective voice switching of multiparty communications ,"David Milstein, Linda Criddle, Scott C Forbes",4/13/10,https://patents.google.com/patent/US7697511B2/en
US-2022131820-A1,Matching and connection methods and systems requiring video communication ,Naza Nicole Shelley,,https://patents.google.com/patent/US20220131820A1/en
US-2014173121-A1,"Method, device and computer-readable storage medium for client interaction of a network application executed by computer ",Yingzhao Qiu,,https://patents.google.com/patent/US20140173121A1/en
US-2018219926-A1,"Methods, devices, and systems for live video streaming from a remote location based on a set of local criteria ",Louis Ziskin,,https://patents.google.com/patent/US20180219926A1/en
CN-111567011-B,Method for improving QoE of video service and WEB service by using cross-layer information ,"德米特里·阿尔佛雷维奇·什梅利金, 德米特里·瓦莱里维奇·科夫科夫, 唐苏文, 埃夫根尼·米哈伊洛维奇·霍罗夫, 安东·根纳季耶维奇·基里亚诺夫, 亚历山大·维塔利耶维奇·克罗托夫",8/3/21,https://patents.google.com/patent/CN111567011B/en
EP-2979503-B1,Initiating a call in a communications system ,"Mohit Punwani, Martin Gibson KELL, Colin John CANAVAN",3/29/17,https://patents.google.com/patent/EP2979503B1/en
US-8713313-B2,"Terminal device, system and computer readable medium ",Yasuhiro Kudo,4/29/14,https://patents.google.com/patent/US8713313B2/en
US-9832271-B2,Method and apparatus for connection between client and server ,"Je-young Maeng, Sung-Jin Park, Jun-Hyung Kim",11/28/17,https://patents.google.com/patent/US9832271B2/en
CN-108322455-A,It is a kind of to realize the call method for building up reliably supervised and system ,"谢志超, 崔阳, 邱慧",,https://patents.google.com/patent/CN108322455A/en
EP-2116033-B1,Method and apparatus for event-based synchronization of information between communication devices ,"L. Scott Bloebaum, Charles Liu, Per-Ake Minborg",9/17/14,https://patents.google.com/patent/EP2116033B1/en
CN-100477585-C,Communication systems and methods for switching communication services ,成田哲也,4/8/09,https://patents.google.com/patent/CN100477585C/en
US-2021006642-A1,Activation of performance monitoring component of network protocol based on network metrics ,"Xuebin He, Kathleen Moriarty, Amy Seibel, Akshaya Khare",,https://patents.google.com/patent/US20210006642A1/en
US-2019222994-A1,Emergency claim response unit ,"Thomas E. Florey, Hector A. De La Cruz",,https://patents.google.com/patent/US20190222994A1/en
US-2019245897-A1,Shared Communication Channel And Private Augmented Reality Video System ,Michelle Calloway,,https://patents.google.com/patent/US20190245897A1/en
US-2016286172-A1,Network communication system and method thereof ,Shu-Che WENG,,https://patents.google.com/patent/US20160286172A1/en
US-2014333712-A1,Video telephony service method in mobile communication network ,"Nam-Gun Kim, Hyun-Wook Kim, Goon-don Choi",,https://patents.google.com/patent/US20140333712A1/en
US-8977688-B2,Methods and systems for pausing and resuming a meeting session ,"Marcus Eriksson, Svante Magnus Ulfstand Hallerstrom Sjostedt, Mathias LEWIN, Dan Zacharias Gardenfors",3/10/15,https://patents.google.com/patent/US8977688B2/en
US-2020221302-A1,Secure telephone identity (sti) certificate management system ,"Homer Nicolas B. Filart, Andrew Lee Watts, Jose R. Mendoza, JR.",,https://patents.google.com/patent/US20200221302A1/en
US-8976950-B2,Expedited media interconnection in third party call control ,"Valentina Iqorevna Kramarenko, Richard John George, Haiyang Yin",3/10/15,https://patents.google.com/patent/US8976950B2/en
US-2014289419-A1,"System, method and computer program product for transferring a website state across user devices using a cookie ",Amit Vijayant,,https://patents.google.com/patent/US20140289419A1/en
US-7809839-B2,Method and system for call set-up between mobile communication terminals ,Mi Ja Yoon,10/5/10,https://patents.google.com/patent/US7809839B2/en
US-8126493-B2,Method and PoC gateway for implementing PoC service ,Jinliang Wang,2/28/12,https://patents.google.com/patent/US8126493B2/en
WO-2015066972-A1,"Video call transfer method, terminal and system ","邓水森, 王晓晖, 王维",,https://patents.google.com/patent/WO2015066972A1/en
US-9491203-B2,Service based release of a subscriber registrar server from a signalling path in an internet protocol communication network ,Rogier August Caspar Joseph Noldus,11/8/16,https://patents.google.com/patent/US9491203B2/en
US-2004151178-A1,Method for testing a bearer channel connection in a telecommunication system ,Klaus Hoffmann,,https://patents.google.com/patent/US20040151178A1/en
CN-101800712-B,"Gateway apparatus, information communication method, information communication program, and information communication system ",增田康人,5/1/13,https://patents.google.com/patent/CN101800712B/en
WO-2014108862-A2,Method and system for the handling of redundant long poll ,"Andre Godin, Ganish KATYAL, Robert HUIE",,https://patents.google.com/patent/WO2014108862A2/en
WO-2016114967-A1,Systems and methods for adaptive context-aware control of multimedia communication sessions ,"Bo Yu, Piyush C. MODI, Joseph William BOLINGER, Aravind Kumar MIKKILINENI, Yoshifumi Nishida",,https://patents.google.com/patent/WO2016114967A1/en
EP-3043554-A1,"Transmission system, information processing apparatus, transmission method and recording medium ","Takeshi Homma, Takahiro Asai",,https://patents.google.com/patent/EP3043554A1/en
US-2012108220-A1,Method for initiating a connection between communication devices of at least two parties ,"Assi Rotbart, Yigal Jack",,https://patents.google.com/patent/US20120108220A1/en
US-9571659-B2,Teleconference calls based on calendar events ,"Peter Barrett, Bruce Leak, Konstantin Othmer, Zarko Draganic",2/14/17,https://patents.google.com/patent/US9571659B2/en
EP-2127210-B1,System and method of switching from multicast to unicast calls ,"Edward Moskaluk, Kelly Schlueter",3/6/19,https://patents.google.com/patent/EP2127210B1/en
US-7471673-B2,IP telephone system having a hold function and a callback function ,Hideki Arai,12/30/08,https://patents.google.com/patent/US7471673B2/en
US-2015189230-A1,Chat preauthorization ,Joseph Shapiro,,https://patents.google.com/patent/US20150189230A1/en
CN-105471893-B,A kind of distributed equivalent data flow connection method ,"孙雁飞, 蒋晨晨, 季木, 季一木",8/21/18,https://patents.google.com/patent/CN105471893B/en
CN-109962893-B,Intelligent calling method and related equipment thereof ,张�浩,8/20/21,https://patents.google.com/patent/CN109962893B/en
US-2010278534-A1,Peer-to-peer voice over internet protocol ,"Stevan H. Leiden, Ayaskant Rath, Yong Liu, Shivendra Panwar, Keith Ross",,https://patents.google.com/patent/US20100278534A1/en
US-2015180912-A1,Method and system for data transfer between touchscreen devices of same or different type ,Sylvain Dufour,,https://patents.google.com/patent/US20150180912A1/en
US-10182012-B2,"Route control device, system and route control method ","Yu Minakuchi, Hideyuki Matsuda",1/15/19,https://patents.google.com/patent/US10182012B2/en
EP-2936771-B1,Overload control for session setups ,"Ian William George JENKINS, Nicholas Michael STEWART",4/24/19,https://patents.google.com/patent/EP2936771B1/en
US-2007133508-A1,Auto-establishment of a voice channel of access to a session for a composite service from a visual channel of access to the session for the composite service ,"William Da Palma, Baiju Mandalia, Victor Moore, Wendi Nusbickel",,https://patents.google.com/patent/US20070133508A1/en
